SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus,Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_602688,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Stellavirales,NA,NA,NA,Astroviridae,NA,NA,NA,Mamastrovirus,NA,NA,NA,Mamastrovirus felis,0.9272
ICTVTaxoChallenge_603031,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,NA,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Bornaviridae,NA,NA,NA,Orthobornavirus,NA,NA,NA,Orthobornavirus caenophidiae,0.6334
ICTVTaxoChallenge_603353,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Tolucaviricetes,NA,NA,NA,Tolivirales,NA,NA,NA,Tombusviridae,NA,Procedovirinae,NA,Alphacarmovirus,NA,NA,NA,Alphacarmovirus calibrachoae,0.9904
ICTVTaxoChallenge_604550,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Alphanucleorhabdovirus,0.8508,NA,NA,NA,NA
ICTVTaxoChallenge_604842,Monodnaviria,NA,NA,NA,Sangervirae,NA,NA,NA,Phixviricota,NA,NA,NA,Malgrandaviricetes,NA,NA,NA,Petitvirales,NA,NA,NA,Microviridae,NA,Bullavirinae,,Alphatrevirus,NA,NA,NA,Alphatrevirus St1,0.8812
ICTVTaxoChallenge_604889,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus glycinepallidi,0.8603
ICTVTaxoChallenge_60609,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus melochiaflavi,0.8667
ICTVTaxoChallenge_606461,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Arnidovirineae,NA,Arteriviridae,NA,NA,NA,Thetaarterivirus,NA,NA,NA,Thetaarterivirus kafuba,0.9926
ICTVTaxoChallenge_606713,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Flasuviricetes,NA,NA,NA,Amarillovirales,NA,NA,NA,Flaviviridae,NA,NA,NA,Hepacivirus,0.3761,NA,NA,NA,NA
ICTVTaxoChallenge_606832,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Dichorhavirus,0.6408,NA,NA,NA,NA
ICTVTaxoChallenge_607018,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Betacoronavirus,NA,NA,NA,Betacoronavirus pandemicum,0.978
ICTVTaxoChallenge_607247,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,NA,NA,NA,Potyvirus dactylis,1
ICTVTaxoChallenge_607423,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Tolucaviricetes,NA,NA,NA,Tolivirales,NA,NA,NA,Tombusviridae,NA,Regressovirinae,NA,Dianthovirus,0.6123,NA,NA,NA,NA
ICTVTaxoChallenge_608005,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Picornavirales,NA,NA,NA,Dicistroviridae,NA,NA,NA,Aparavirus,NA,NA,NA,Aparavirus kashmirense,1
ICTVTaxoChallenge_608253,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Cyclovirus,NA,NA,NA,Cyclovirus bashri,1
ICTVTaxoChallenge_608579,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus solanumpallidivariati,0.7345
ICTVTaxoChallenge_608970,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus malvastrumflavi,0.8814
ICTVTaxoChallenge_609014,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.3127,NA,NA,NA,NA
ICTVTaxoChallenge_609085,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Quintoviricetes,NA,NA,NA,Piccovirales,NA,NA,NA,Parvoviridae,0.3806,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_609089,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus gossypikokranense,0.6188
ICTVTaxoChallenge_609258,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus melochiae,0.8913
ICTVTaxoChallenge_609305,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Duplopiviricetes,NA,NA,NA,Durnavirales,NA,NA,NA,Amalgaviridae,NA,NA,NA,Amalgavirus,NA,NA,NA,Amalgavirus cepae,0.97
ICTVTaxoChallenge_609537,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Blubervirales,NA,NA,NA,Hepadnaviridae,NA,NA,NA,Orthohepadnavirus,NA,NA,NA,Orthohepadnavirus longidigiti,0.771
ICTVTaxoChallenge_609587,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Cyclovirus,NA,NA,NA,Cyclovirus flagermus,0.8721
ICTVTaxoChallenge_609599,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,0.1088,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_609767,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Circovirus,NA,NA,NA,Circovirus lepakko,0.8937
ICTVTaxoChallenge_610171,Monodnaviria,NA,NA,NA,Loebvirae,NA,NA,NA,Hofneiviricota,NA,NA,NA,Faserviricetes,NA,NA,NA,Tubulavirales,NA,NA,NA,Inoviridae,0.274,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_610511,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus solanumhanoiense,1
ICTVTaxoChallenge_611448,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.4301,NA,NA,NA,NA
ICTVTaxoChallenge_611693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Alphabaculovirus,NA,NA,NA,Alphabaculovirus splittoralis,0.9791
ICTVTaxoChallenge_61260,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Circovirus,NA,NA,NA,Circovirus raven,0.769
ICTVTaxoChallenge_612813,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.591,NA,NA,NA,NA
ICTVTaxoChallenge_612880,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Quintoviricetes,NA,NA,NA,Piccovirales,NA,NA,NA,Parvoviridae,NA,Parvovirinae,,Bocaparvovirus,NA,NA,NA,Bocaparvovirus carnivoran2,1
ICTVTaxoChallenge_613366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Alphabaculovirus,NA,NA,NA,Alphabaculovirus spexiguae,0.9787
ICTVTaxoChallenge_613395,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Varicosavirus,0.7868,NA,NA,NA,NA
ICTVTaxoChallenge_613501,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus clerodendrumchinaense,0.8683
ICTVTaxoChallenge_614550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Betabaculovirus,NA,NA,NA,Betabaculovirus helarmigerae,0.9757
ICTVTaxoChallenge_615346,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus solanumvulgarismusivi,0.8812
ICTVTaxoChallenge_615540,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,NA,NA,NA,Potyvirus halapensis,0.9974
ICTVTaxoChallenge_61594,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Alsuviricetes,NA,NA,NA,Tymovirales,NA,NA,NA,Alphaflexiviridae,NA,NA,NA,Allexivirus,NA,NA,NA,Allexivirus epsalii,1
ICTVTaxoChallenge_616088,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,0.0942,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_616211,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Flasuviricetes,NA,NA,NA,Amarillovirales,NA,NA,NA,Flaviviridae,NA,NA,NA,Hepacivirus,0.358,NA,NA,NA,NA
ICTVTaxoChallenge_616312,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Circovirus,0.586,NA,NA,NA,NA
ICTVTaxoChallenge_616623,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.3765,NA,NA,NA,NA
ICTVTaxoChallenge_617119,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,0.525,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_617909,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.2277,NA,NA,NA,NA
ICTVTaxoChallenge_618122,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Flasuviricetes,NA,NA,NA,Amarillovirales,NA,NA,NA,Flaviviridae,NA,NA,NA,Pestivirus,NA,NA,NA,Pegivirus platyrrhini,0.9924
ICTVTaxoChallenge_618199,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Pokkesviricetes,NA,NA,NA,Chitovirales,NA,NA,NA,Poxviridae,NA,Chordopoxvirinae,,Oryzopoxvirus,NA,NA,NA,Oryzopoxvirus cotia,1
ICTVTaxoChallenge_618288,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Varicosavirus,0.7973,NA,NA,NA,NA
ICTVTaxoChallenge_618350,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.2871,NA,NA,NA,NA
ICTVTaxoChallenge_618415,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,0.5048,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_618467,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Peploviricota,NA,NA,NA,Herviviricetes,NA,NA,NA,Herpesvirales,NA,NA,NA,Orthoherpesviridae,NA,Alphaherpesvirinae,NA,Simplexvirus,NA,NA,NA,Simplexvirus pteropodidalpha1,0.9977
ICTVTaxoChallenge_618594,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.3694,NA,NA,NA,NA
ICTVTaxoChallenge_619062,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus cnidoscoli,1
ICTVTaxoChallenge_61941,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Varicosavirus,0.6104,NA,NA,NA,NA
ICTVTaxoChallenge_619481,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Bymovirus,NA,NA,NA,Bymovirus triticitessellati,0.9075
ICTVTaxoChallenge_619555,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus boerhaviae,0.8581
ICTVTaxoChallenge_619595,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus caricae,0.6248
ICTVTaxoChallenge_620375,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Dichorhavirus,NA,NA,NA,Dichorhavirus leprosis,0.9977
ICTVTaxoChallenge_620470,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Quintoviricetes,NA,NA,NA,Piccovirales,NA,NA,NA,Parvoviridae,NA,Parvovirinae,,Bocaparvovirus,NA,NA,NA,Bocaparvovirus ungulate1,0.9725
ICTVTaxoChallenge_620495,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Dioscovirus,NA,NA,NA,Dioscovirus dioscoreae,1
ICTVTaxoChallenge_62096,Monodnaviria,NA,NA,NA,Loebvirae,NA,NA,NA,Hofneiviricota,NA,NA,NA,Faserviricetes,NA,NA,NA,Tubulavirales,NA,NA,NA,Inoviridae,NA,NA,NA,Infulavirus,NA,NA,NA,Infulavirus If1,0.9565
ICTVTaxoChallenge_621075,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus cynocephali,0.929
ICTVTaxoChallenge_621406,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus ageravenae,0.6956
ICTVTaxoChallenge_621789,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus cucurbitaphilippinense,0.8201
ICTVTaxoChallenge_62233,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Bymovirus,NA,NA,NA,Bymovirus hordeiluteum,0.8565
ICTVTaxoChallenge_623062,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.2333,NA,NA,NA,NA
ICTVTaxoChallenge_623177,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Alphapolyomavirus,0.6611,NA,NA,NA,NA
ICTVTaxoChallenge_623359,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Cavemovirus,NA,NA,NA,Cavemovirus collusipomeae,0.8506
ICTVTaxoChallenge_623395,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.2391,NA,NA,NA,NA
ICTVTaxoChallenge_62381,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Peploviricota,NA,NA,NA,Herviviricetes,NA,NA,NA,Herpesvirales,NA,NA,NA,Orthoherpesviridae,NA,Gammaherpesvirinae,NA,Rhadinovirus,NA,NA,NA,Rhadinovirus humangamma8,0.983
ICTVTaxoChallenge_624282,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Alpharhabdovirinae,NA,Lyssavirus,NA,NA,NA,Lyssavirus ikoma,0.9938
ICTVTaxoChallenge_62444,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,NA,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Bornaviridae,NA,NA,NA,Carbovirus,0.49,NA,NA,NA,NA
ICTVTaxoChallenge_624539,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus ipomoeacanaryense,0.8798
ICTVTaxoChallenge_625131,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Pokkesviricetes,NA,NA,NA,Chitovirales,NA,NA,NA,Poxviridae,NA,Chordopoxvirinae,,Orthopoxvirus,NA,NA,NA,Orthopoxvirus monkeypox,1
ICTVTaxoChallenge_626089,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Betapolyomavirus,NA,NA,NA,Betapolyomavirus raegyptiacus,0.9662
ICTVTaxoChallenge_626845,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Alsuviricetes,NA,NA,NA,Tymovirales,NA,NA,NA,Alphaflexiviridae,NA,NA,NA,Potexvirus,NA,NA,NA,Potexvirus bambusae,1
ICTVTaxoChallenge_627294,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Blubervirales,NA,NA,NA,Hepadnaviridae,NA,NA,NA,Orthohepadnavirus,NA,NA,NA,Orthohepadnavirus lagothricis,0.9824
ICTVTaxoChallenge_627322,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Tolucaviricetes,NA,NA,NA,Tolivirales,NA,NA,NA,Tombusviridae,NA,Procedovirinae,NA,Tombusvirus,NA,NA,NA,Tombusvirus algeriaense,0.9813
ICTVTaxoChallenge_627334,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Alphapolyomavirus,NA,NA,NA,Alphapolyomavirus carolliae,0.9997
ICTVTaxoChallenge_627371,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Badnavirus,NA,NA,NA,Badnavirus venaribis,1
ICTVTaxoChallenge_627499,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Alphapolyomavirus,NA,NA,NA,Alphapolyomavirus nonihominis,1
ICTVTaxoChallenge_627509,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,0.3907,NA,NA,NA,NA
ICTVTaxoChallenge_627549,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Alphapolyomavirus,NA,NA,NA,Alphapolyomavirus panos,0.9104
ICTVTaxoChallenge_629434,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Pipapillomavirus,NA,NA,NA,Pipapillomavirus 2,0.9925
ICTVTaxoChallenge_629596,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.508,NA,NA,NA,NA
ICTVTaxoChallenge_629728,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Badnavirus,0.2208,NA,NA,NA,NA
ICTVTaxoChallenge_629891,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Dyoomikronpapillomavirus,NA,NA,NA,Dyoomikronpapillomavirus 1,0.9855
ICTVTaxoChallenge_629901,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Tolucaviricetes,NA,NA,NA,Tolivirales,NA,NA,NA,Tombusviridae,NA,Procedovirinae,NA,Tombusvirus,NA,NA,NA,Tombusvirus melongenae,0.996
