SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_268836,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus,0.9635,,,,
ICTVTaxoChallenge_27102,,,,,,,,,,,,,,,,,,,,,,,,,Senquatrovirus,0.9684,,,,
ICTVTaxoChallenge_277422,,,,,,,,,,,,,,,,,,,,,,,,,Moineauvirus,0.6538,,,,
ICTVTaxoChallenge_203475,,,,,,,,,,,,,,,,,,,,,,,,,Varicellovirus,0.5586,,,,
ICTVTaxoChallenge_227917,,,,,,,,,,,,,,,,,,,,,,,,,Muromegalovirus,0.5226,,,,
ICTVTaxoChallenge_288263,,,,,,,,,,,,,,,,,,,,,,,,,Mardivirus,0.6993,,,,
ICTVTaxoChallenge_381071,,,,,,,,,,,,,,,,,,,,,,,,,Varicellovirus,0.4771,,,,
ICTVTaxoChallenge_396293,,,,,,,,,,,,,,,,,,,,,,,,,Cytomegalovirus,0.4187,,,,
ICTVTaxoChallenge_449243,,,,,,,,,,,,,,,,,,,,,,,,,Simplexvirus,0.6012,,,,
ICTVTaxoChallenge_513497,,,,,,,,,,,,,,,,,,,,,,,,,Roseolovirus,0.4792,,,,
ICTVTaxoChallenge_58043,,,,,,,,,,,,,,,,,,,,,,,,,Lymphocryptovirus,0.4793,,,,
ICTVTaxoChallenge_62381,,,,,,,,,,,,,,,,,,,,,,,,,Cytomegalovirus,0.6817,,,,
ICTVTaxoChallenge_750950,,,,,,,,,,,,,,,,,,,,,,,,,Varicellovirus,0.6207,,,,
ICTVTaxoChallenge_792004,,,,,,,,,,,,,,,,,,,,,,,,,Proboscivirus,0.4609,,,,
ICTVTaxoChallenge_906941,,,,,,,,,,,,,,,,,,,,,,,,,Muromegalovirus,0.4254,,,,
ICTVTaxoChallenge_553833,,,,,,,,,,,,,,,,,,,,,,,,,Tombusvirus,0.6564,,,,
ICTVTaxoChallenge_822774,,,,,,,,,,,,,,,,,,,,,,,,,Tombusvirus,0.573,,,,
ICTVTaxoChallenge_926127,,,,,,,,,,,,,,,,,,,,,,,,,Tombusvirus,0.6793,,,,
ICTVTaxoChallenge_681725,,,,,,,,,,,,,,,,,,,,,,,,,Orthohepadnavirus,0.4027,,,,
ICTVTaxoChallenge_911668,,,,,,,,,,,,,,,,,,,,,,,,,Varicellovirus,0.4172,,,,
ICTVTaxoChallenge_945026,,,,,,,,,,,,,,,,,,,,,,,,,Muromegalovirus,0.7106,,,,
ICTVTaxoChallenge_975779,,,,,,,,,,,,,,,,,,,,,,,,,Iltovirus,0.4549,,,,
ICTVTaxoChallenge_494858,,,,,,,,,,,,,,,,,,,,,,,,,Hepacivirus G,0.664,,,,
ICTVTaxoChallenge_861498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus latandigenum,1
ICTVTaxoChallenge_963842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus avenae,0.8524
ICTVTaxoChallenge_226236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirohepevirus eptesici,0.7756
ICTVTaxoChallenge_227923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocahepevirus ratti,0.7508
ICTVTaxoChallenge_338534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocahepevirus ratti,1
ICTVTaxoChallenge_402196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paslahepevirus balayani,0.7959
ICTVTaxoChallenge_501966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paslahepevirus balayani,0.8003
ICTVTaxoChallenge_770731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocahepevirus ratti,0.8783
ICTVTaxoChallenge_840890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocahepevirus ratti,0.8432
ICTVTaxoChallenge_857183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avihepevirus magniiecur,0.7648
ICTVTaxoChallenge_989601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avihepevirus magniiecur,0.862
ICTVTaxoChallenge_262335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gammatectivirus GC1,1
ICTVTaxoChallenge_89500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphatectivirus PRD1,0.9987
ICTVTaxoChallenge_625131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthopoxvirus camelpox,0.9933
ICTVTaxoChallenge_857245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthopoxvirus skunkpox,1
ICTVTaxoChallenge_965627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthopoxvirus raccoonpox,0.9664
ICTVTaxoChallenge_995911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthopoxvirus ectromelia,1
ICTVTaxoChallenge_182598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus porci,0.7985
ICTVTaxoChallenge_224740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus pandemicum,0.771
ICTVTaxoChallenge_24932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus myotis,0.7495
ICTVTaxoChallenge_251920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus muris,0.7357
ICTVTaxoChallenge_261451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus pandemicum,0.7814
ICTVTaxoChallenge_285779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus erinacei,0.7693
ICTVTaxoChallenge_304643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus suis,0.7454
ICTVTaxoChallenge_315823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus hongkongense,0.8402
ICTVTaxoChallenge_324404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus ratti,0.7197
ICTVTaxoChallenge_368577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus ferrumequini,0.512
ICTVTaxoChallenge_377666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gammacoronavirus delphinapteri,0.8072
ICTVTaxoChallenge_414684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus pandemicum,0.731
ICTVTaxoChallenge_432771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada goose coronavirus,0.7955
ICTVTaxoChallenge_46368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus scotophili,0.9301
ICTVTaxoChallenge_473882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus amsterdamense,0.7857
ICTVTaxoChallenge_575012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus tylonycteridis,0.75
ICTVTaxoChallenge_581588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus suis,0.8042
ICTVTaxoChallenge_590222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus rhinolophi,0.7767
ICTVTaxoChallenge_5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus rousetti,0.7865
ICTVTaxoChallenge_595441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus gravedinis,0.7465
ICTVTaxoChallenge_596647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus nycticoracis,0.771
ICTVTaxoChallenge_601245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gammacoronavirus galli,0.7724
ICTVTaxoChallenge_607018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus marecae,0.7098
ICTVTaxoChallenge_631038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus zosteropis,0.7281
ICTVTaxoChallenge_655500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus cameli,0.7658
ICTVTaxoChallenge_656648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus nyctali,0.5143
ICTVTaxoChallenge_744855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus gallinulae,0.7687
ICTVTaxoChallenge_746865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus lonchurae,0.736
ICTVTaxoChallenge_783825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus pandemicum,0.7923
ICTVTaxoChallenge_786749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus neovisontis,0.7812
ICTVTaxoChallenge_813133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus pipistrelli,0.9186
ICTVTaxoChallenge_83422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltacoronavirus pycnonoti,0.7542
ICTVTaxoChallenge_854621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gammacoronavirus galli,0.7972
ICTVTaxoChallenge_86739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus porci,0.6566
ICTVTaxoChallenge_886274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus cororeum,0.7622
ICTVTaxoChallenge_894821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus rousetti,0.5723
ICTVTaxoChallenge_93857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphacoronavirus chicagoense,0.7959
ICTVTaxoChallenge_968114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betacoronavirus pipistrelli,0.7268
ICTVTaxoChallenge_465059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mimivirus bradfordmassiliense,0.9979
ICTVTaxoChallenge_182966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.832
ICTVTaxoChallenge_198333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus modocense,0.7239
ICTVTaxoChallenge_227492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus aroaense,0.7831
ICTVTaxoChallenge_23691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepacivirus rhabdomysis,0.7549
ICTVTaxoChallenge_25328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus powassanense,0.9158
ICTVTaxoChallenge_256336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus denguei,0.8544
ICTVTaxoChallenge_263843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.6792
ICTVTaxoChallenge_275813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus yokoseense,0.8693
ICTVTaxoChallenge_279221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus denguei,0.7455
ICTVTaxoChallenge_317537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus loupingi,0.9006
ICTVTaxoChallenge_348847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepacivirus bovis,0.8197
ICTVTaxoChallenge_352215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus platyrrhini,0.8457
ICTVTaxoChallenge_379440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus nilense,0.8479
ICTVTaxoChallenge_386732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus denguei,0.7885
ICTVTaxoChallenge_389151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.7134
ICTVTaxoChallenge_392062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus caballi,0.7391
ICTVTaxoChallenge_394273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus equi,0.7334
ICTVTaxoChallenge_399774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus flavi,0.9961
ICTVTaxoChallenge_424675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus giraffae,0.7659
ICTVTaxoChallenge_45025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus platyrrhini,0.7468
ICTVTaxoChallenge_467295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus aydinense,0.9207
ICTVTaxoChallenge_479378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus powassanense,0.7003
ICTVTaxoChallenge_485686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus australiaense,0.8622
ICTVTaxoChallenge_49773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus murrayense,0.7168
ICTVTaxoChallenge_500936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus brazilense,0.779
ICTVTaxoChallenge_504415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hepacivirus macronycteridis,0.871
ICTVTaxoChallenge_570153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus entebbeense,0.8732
ICTVTaxoChallenge_586471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus omskense,0.8818
ICTVTaxoChallenge_594407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus wesselsbronense,0.7528
ICTVTaxoChallenge_606713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus bagazaense,0.8424
ICTVTaxoChallenge_616211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus montanaense,0.8739
ICTVTaxoChallenge_618122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus platyrrhini,0.6408
ICTVTaxoChallenge_639913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus kokoberaorum,0.7615
ICTVTaxoChallenge_641179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus neotomae,0.7299
ICTVTaxoChallenge_643084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus zikaense,0.9788
ICTVTaxoChallenge_666410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus ilheusense,0.8165
ICTVTaxoChallenge_702246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus platyrrhini,0.6734
ICTVTaxoChallenge_702520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.7398
ICTVTaxoChallenge_721648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus L,0.7238
ICTVTaxoChallenge_757730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus zikaense,0.8815
ICTVTaxoChallenge_765897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus zikaense,0.7217
ICTVTaxoChallenge_807338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus nilense,0.661
ICTVTaxoChallenge_827618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus loupingi,0.829
ICTVTaxoChallenge_834131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.6809
ICTVTaxoChallenge_836860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus louisense,0.8243
ICTVTaxoChallenge_844746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.7676
ICTVTaxoChallenge_854778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.6695
ICTVTaxoChallenge_878032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus zikaense,0.7709
ICTVTaxoChallenge_888063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus platyrrhini,0.6723
ICTVTaxoChallenge_888086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus denguei,0.8711
ICTVTaxoChallenge_907611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus tauri,0.926
ICTVTaxoChallenge_933888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus caballi,0.9255
ICTVTaxoChallenge_948788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus zikaense,0.6032
ICTVTaxoChallenge_956467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.6455
ICTVTaxoChallenge_971491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus encephalitidis,0.8851
ICTVTaxoChallenge_977933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pegivirus hominis,0.9432
ICTVTaxoChallenge_989284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pestivirus ovis,0.7315
ICTVTaxoChallenge_998409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthoflavivirus encephalitidis,0.7139
ICTVTaxoChallenge_228485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betanucleorhabdovirus daturae,0.9057
ICTVTaxoChallenge_241673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varicosavirus lactucae,0.9247
ICTVTaxoChallenge_320074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varicosavirus lactucae,0.901
ICTVTaxoChallenge_448263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dichorhavirus leprosis,0.9375
ICTVTaxoChallenge_471831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dichorhavirus orchidaceae,0.9393
ICTVTaxoChallenge_490099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perhabdovirus anguilla,0.8027
ICTVTaxoChallenge_507581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus lactucamaculante,0.9048
ICTVTaxoChallenge_524255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus colocasiae,0.9019
ICTVTaxoChallenge_539073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dichorhavirus clerodendri,0.9128
ICTVTaxoChallenge_587480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus lactucanecante,0.9193
ICTVTaxoChallenge_624282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyssavirus shimoni,0.8997
ICTVTaxoChallenge_635507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almendravirus menghai,0.8842
ICTVTaxoChallenge_684618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dichorhavirus leprosis,0.9073
ICTVTaxoChallenge_70754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus lycopersici,0.8842
ICTVTaxoChallenge_717361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novirhabdovirus hirame,0.8814
ICTVTaxoChallenge_730137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almendravirus chico,0.8879
ICTVTaxoChallenge_756407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyssavirus gannoruwa,0.9076
ICTVTaxoChallenge_765304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphanucleorhabdovirus zeairanense,0.9094
ICTVTaxoChallenge_77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dichorhavirus coffeae,0.9022
ICTVTaxoChallenge_824451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus hordei,0.8887
ICTVTaxoChallenge_884932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almendravirus almendras,0.8835
ICTVTaxoChallenge_886981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphanucleorhabdovirus melongenae,0.9
ICTVTaxoChallenge_919654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cytorhabdovirus medicagonis,0.9008
ICTVTaxoChallenge_924549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphanucleorhabdovirus oryzae,0.8803
ICTVTaxoChallenge_944073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphanucleorhabdovirus colocasiae,0.8872
ICTVTaxoChallenge_176722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus sidaalagoasense,0.7145
ICTVTaxoChallenge_182151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus emiliafujianense,0.646
ICTVTaxoChallenge_186049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus abelmoschusharyanaense,0.7057
ICTVTaxoChallenge_189157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus euphorbiaperuense,0.6802
ICTVTaxoChallenge_189277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus capsicumacehense,0.6125
ICTVTaxoChallenge_190509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turncurtovirus sesami,0.6168
ICTVTaxoChallenge_195631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus gossypikokranense,0.6731
ICTVTaxoChallenge_196686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumsudanense,0.6772
ICTVTaxoChallenge_1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus capsindiaense,0.6724
ICTVTaxoChallenge_19901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus pedilanthi,0.7652
ICTVTaxoChallenge_200671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus chlorocucumis,0.6384
ICTVTaxoChallenge_202473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus dalechampiae,0.6897
ICTVTaxoChallenge_202688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus stanleyi,0.6255
ICTVTaxoChallenge_20283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumparvi,0.717
ICTVTaxoChallenge_203001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus manihotiskenyaense,0.7599
ICTVTaxoChallenge_203313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumdelhiquarti,0.6685
ICTVTaxoChallenge_214889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus jatrophaflavi,0.6829
ICTVTaxoChallenge_218056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumkarnatakaense,0.7407
ICTVTaxoChallenge_219633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus vernoniae,0.6826
ICTVTaxoChallenge_220844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumnigeriaense,0.6516
ICTVTaxoChallenge_227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus nicotianayunnanense,0.8047
ICTVTaxoChallenge_231711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumtumoris,0.686
ICTVTaxoChallenge_232654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus lisianthi,0.7069
ICTVTaxoChallenge_233302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus nicotianadominicanense,0.7042
ICTVTaxoChallenge_233812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus macroptilivenae,0.7453
ICTVTaxoChallenge_234757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumamazonasense,0.7227
ICTVTaxoChallenge_235795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus alceae,0.7338
ICTVTaxoChallenge_237046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus sidaureivenae,0.6674
ICTVTaxoChallenge_237766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus capsicummusivi,0.6489
ICTVTaxoChallenge_242292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumtaiwanense,0.7148
ICTVTaxoChallenge_242308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus loniceramusivi,0.6182
ICTVTaxoChallenge_250948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus gossypigeziraense,0.6845
ICTVTaxoChallenge_254271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus rhynchosiaindiaense,0.7287
ICTVTaxoChallenge_258878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus abelmoschusbhubhaneswarense,0.6953
ICTVTaxoChallenge_261307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus sidaflavi,0.7031
ICTVTaxoChallenge_267738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus agerasichuanense,0.7504
ICTVTaxoChallenge_270502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumretorridi,0.7154
ICTVTaxoChallenge_270932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus phaseolialbi,0.7322
ICTVTaxoChallenge_272830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus nicotianaparvi,0.7085
ICTVTaxoChallenge_273814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus rosae,0.6799
ICTVTaxoChallenge_278317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumflavusvariati,0.7076
ICTVTaxoChallenge_278333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus vignaradiataindiaense,0.7069
ICTVTaxoChallenge_281758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumhainanense,0.6984
ICTVTaxoChallenge_283599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumaureivenae,0.6946
ICTVTaxoChallenge_285551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus capsicumindonesiaense,0.6752
ICTVTaxoChallenge_285797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumpallidivariati,0.6847
ICTVTaxoChallenge_286239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus sidaintervenae,0.6856
ICTVTaxoChallenge_292334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus malvatrumvenae,0.6618
ICTVTaxoChallenge_296457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumpunense,0.766
ICTVTaxoChallenge_303344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus capsicumbangladeschense,0.7236
ICTVTaxoChallenge_30838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus eupatorii,0.7481
ICTVTaxoChallenge_312381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus ipomoeae,0.6284
ICTVTaxoChallenge_315610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus abelsmoschusomanense,0.7081
ICTVTaxoChallenge_317444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus macroptilii,0.6515
ICTVTaxoChallenge_319874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus nicotianazimbabwense,0.7326
ICTVTaxoChallenge_331897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus corchomusivi,0.6819
ICTVTaxoChallenge_332147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus solanumbangladeshense,0.6557
ICTVTaxoChallenge_334838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus alternantherae,0.6586
ICTVTaxoChallenge_335894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus ageravenae,0.6345
